1,0.641424
2,0.642025
3,0.642479
4,0.643912
5,0.643912
6,0.643934
7,0.646309
8,0.646334
9,0.648602
10,0.648533
11,0.650349
12,0.655701
13,0.661091
14,0.668172
15,0.669217
16,0.673016
17,0.672545
18,0.673101
19,0.673118
20,0.674178
21,0.674318
22,0.674328
23,0.674331
24,0.674615
25,0.676452
26,0.677064
27,0.659494
28,0.665024
29,0.662448
30,0.663108
31,0.662037
32,0.661105
33,0.661964
34,0.661895
35,0.663204
36,0.663219
37,0.663269
38,0.66296
39,0.66278
40,0.664705
41,0.666341
42,0.666001
43,0.667447
44,0.666834
45,0.66644
46,0.649668
47,0.651265
48,0.687234
49,0.68927
50,0.663067
51,0.672389
52,0.629151
53,0.631623
54,0.617591
55,0.571112
56,0.560256
57,0.542804
58,0.539511
59,0.521711
60,0.519009
61,0.484554
62,0.464322
63,0.448863
64,0.434679
65,0.417987
66,0.400388
67,0.384212
68,0.369146
69,0.354864
70,0.341648
71,0.330043
72,0.320675
73,0.312956
74,0.368191
75,0.359636
76,0.354223
77,0.345787
78,0.325969
79,0.315937
80,0.313795
81,0.30579
82,0.303904
83,0.299858
84,0.333795
85,0.328612
86,0.326985
87,0.326376
88,0.325861
89,0.325376
90,0.288024
91,0.287788
92,0.287488
93,0.28735
94,0.283117
95,0.282822
96,0.282671
97,0.282607
98,0.282673
99,0.278349
100,0.27843
101,0.278351
102,0.27818
103,0.278191
104,0.278296
105,0.278322
106,0.278365
107,0.2774
108,0.277448
109,0.277401
110,0.277181
111,0.276909
112,0.277067
113,0.277321
114,0.277386
115,0.277311
116,0.276465
117,0.276614
118,0.27715
119,0.276974
120,0.276671
121,0.276651
122,0.276641
123,0.276567
124,0.264992
125,0.264155
126,0.263651
127,0.263461
128,0.259915
129,0.259457
130,0.259359
131,0.259321
132,0.25926
133,0.257744
134,0.257498
135,0.257427
136,0.256559
137,0.256404
138,0.256422
139,0.25678
140,0.258153
141,0.258009
142,0.258441
143,0.258441
144,0.258307
145,0.258123
146,0.258175
147,0.258533
148,0.258391
149,0.258873
150,0.25871
151,0.259823
152,0.258892
153,0.2587
154,0.258489
155,0.258457
156,0.258359
157,0.2583
158,0.258354
159,0.258203
160,0.257391
161,0.257473
162,0.256799
163,0.256686
164,0.257007
165,0.256379
166,0.256421
167,0.256337
168,0.256293
169,0.256323
170,0.256386
171,0.256108
172,0.256346
173,0.256162
174,0.256066
175,0.256163
176,0.25615
177,0.255905
178,0.255974
179,0.255828
180,0.255752
181,0.255743
182,0.255681
183,0.256528
184,0.256486
185,0.256681
186,0.255998
187,0.255808
188,0.255676
189,0.255696
190,0.25611
191,0.256059
192,0.256157
193,0.255608
194,0.256044
195,0.255961
196,0.255937
197,0.255909
198,0.255924
199,0.255696
200,0.255306
201,0.254929
202,0.255396
203,0.255303
204,0.255101
205,0.254933
206,0.254919
207,0.254854
208,0.254839
209,0.254769
210,0.254684
211,0.254656
212,0.254668
213,0.254687
214,0.254692
215,0.254872
216,0.254845
217,0.25486
218,0.254884
219,0.254756
220,0.25495
221,0.255032
222,0.255088
223,0.256481
224,0.256376
225,0.256489
226,0.256376
227,0.256332
228,0.256382
229,0.256326
230,0.256394
231,0.256292
232,0.256364
233,0.25637
234,0.256774
235,0.256761
236,0.256478
237,0.256323
238,0.256235
239,0.256259
240,0.256126
241,0.255897
242,0.256031
243,0.255915
244,0.256134
245,0.256206
246,0.256507
247,0.256399
248,0.256506
249,0.256518
250,0.256315
251,0.255958
252,0.257044
253,0.25631
254,0.256272
255,0.256096
256,0.255957
257,0.255792
258,0.255139
259,0.255134
260,0.254942
261,0.254872
262,0.25527
263,0.255215
264,0.255154
265,0.255169
266,0.255105
267,0.254762
268,0.254686
269,0.254044
270,0.254051
271,0.254461
272,0.248451
273,0.248456
274,0.248283
275,0.248289
276,0.248267
277,0.248189
278,0.248156
279,0.248094
280,0.247158
281,0.24735
282,0.247288
283,0.247256
284,0.24723
285,0.247269
286,0.247202
287,0.247217
288,0.247219
289,0.247285
290,0.247245
291,0.247223
292,0.247224
293,0.247296
294,0.247272
295,0.247164
296,0.247121
297,0.247104
298,0.247117
299,0.247185
300,0.247397
301,0.247328
302,0.247281
303,0.247551
304,0.247565
305,0.247748
306,0.24769
307,0.247585
308,0.247503
309,0.247498
310,0.247447
311,0.247418
312,0.247402
313,0.247391
314,0.247465
315,0.24745
